GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-1493045323,TicTacToe,0,GAME_OVER,5,4,2,152,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
-394703714,TicTacToe,0,GAME_OVER,5,4,2,153,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
-432712488,TicTacToe,0,GAME_OVER,5,4,2,154,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
491282519,TicTacToe,0,GAME_OVER,7,6,2,155,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
-884033504,TicTacToe,0,GAME_OVER,7,6,2,156,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
991772015,TicTacToe,0,GAME_OVER,7,6,2,157,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
-835279488,TicTacToe,0,GAME_OVER,5,4,2,158,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
288423849,TicTacToe,0,GAME_OVER,5,4,2,159,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
306462715,TicTacToe,0,GAME_OVER,7,6,2,160,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
-1595934290,TicTacToe,0,GAME_OVER,5,4,2,161,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
372545689,TicTacToe,0,GAME_OVER,5,4,2,162,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
-1791317608,TicTacToe,0,GAME_OVER,7,6,2,163,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
594493312,TicTacToe,0,GAME_OVER,7,6,2,164,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
1375946348,TicTacToe,0,GAME_OVER,5,4,2,165,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
-1004766817,TicTacToe,0,GAME_OVER,5,4,2,166,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
714044006,TicTacToe,0,GAME_OVER,7,6,2,167,BasicMCTS,-1.0,1.0,osla,2,BasicMCTS,2,1,1,osla,osla,BasicMCTS,0
346665430,TicTacToe,0,GAME_OVER,5,4,2,168,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
879079583,TicTacToe,0,GAME_OVER,5,4,2,169,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-619666105,TicTacToe,0,GAME_OVER,5,4,2,170,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
503938916,TicTacToe,0,GAME_OVER,5,4,2,171,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-428737539,TicTacToe,0,GAME_OVER,9,8,2,172,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1745970416,TicTacToe,0,GAME_OVER,5,4,2,173,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1436161366,TicTacToe,0,GAME_OVER,7,6,2,174,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1151041315,TicTacToe,0,GAME_OVER,5,4,2,175,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
697067980,TicTacToe,0,GAME_OVER,5,4,2,176,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1168140970,TicTacToe,0,GAME_OVER,5,4,2,177,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1491060889,TicTacToe,0,GAME_OVER,5,4,2,178,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1819802610,TicTacToe,0,GAME_OVER,5,4,2,179,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-2121274456,TicTacToe,0,GAME_OVER,7,6,2,180,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
259280696,TicTacToe,0,GAME_OVER,5,4,2,181,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1706137030,TicTacToe,0,GAME_OVER,5,4,2,182,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
545138396,TicTacToe,0,GAME_OVER,5,4,2,183,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1376458976,TicTacToe,0,GAME_OVER,5,4,2,184,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1195311045,TicTacToe,0,GAME_OVER,5,4,2,185,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
813477029,TicTacToe,0,GAME_OVER,7,6,2,186,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1466178614,TicTacToe,0,GAME_OVER,5,4,2,187,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-118322159,TicTacToe,0,GAME_OVER,5,4,2,188,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1428166355,TicTacToe,0,GAME_OVER,7,6,2,189,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1144294523,TicTacToe,0,GAME_OVER,5,4,2,190,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
2100098225,TicTacToe,0,GAME_OVER,7,6,2,191,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
23994827,TicTacToe,0,GAME_OVER,5,4,2,192,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1662792176,TicTacToe,0,GAME_OVER,5,4,2,193,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
2013120665,TicTacToe,0,GAME_OVER,5,4,2,194,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1880183632,TicTacToe,0,GAME_OVER,7,6,2,195,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1377239692,TicTacToe,0,GAME_OVER,5,4,2,196,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1795532617,TicTacToe,0,GAME_OVER,5,4,2,197,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1548656463,TicTacToe,0,GAME_OVER,5,4,2,198,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-653656736,TicTacToe,0,GAME_OVER,5,4,2,199,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-400394132,TicTacToe,0,GAME_OVER,5,4,2,200,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1422203009,TicTacToe,0,GAME_OVER,5,4,2,201,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1113178468,TicTacToe,0,GAME_OVER,5,4,2,202,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-175367348,TicTacToe,0,GAME_OVER,5,4,2,203,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1362911089,TicTacToe,0,GAME_OVER,5,4,2,204,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-347120262,TicTacToe,0,GAME_OVER,5,4,2,205,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1416514647,TicTacToe,0,GAME_OVER,7,6,2,206,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1570736736,TicTacToe,0,GAME_OVER,5,4,2,207,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1532681659,TicTacToe,0,GAME_OVER,5,4,2,208,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
2038358424,TicTacToe,0,GAME_OVER,5,4,2,209,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1950377550,TicTacToe,0,GAME_OVER,7,6,2,210,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-389679841,TicTacToe,0,GAME_OVER,5,4,2,211,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1652369011,TicTacToe,0,GAME_OVER,5,4,2,212,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
649728961,TicTacToe,0,GAME_OVER,5,4,2,213,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1939385821,TicTacToe,0,GAME_OVER,7,6,2,214,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-765151654,TicTacToe,0,GAME_OVER,5,4,2,215,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-382843140,TicTacToe,0,GAME_OVER,5,4,2,216,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1616233144,TicTacToe,0,GAME_OVER,5,4,2,217,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1825767405,TicTacToe,0,GAME_OVER,9,8,2,218,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1681345762,TicTacToe,0,GAME_OVER,7,6,2,219,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1466223696,TicTacToe,0,GAME_OVER,7,6,2,220,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-898042700,TicTacToe,0,GAME_OVER,5,4,2,221,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-622095176,TicTacToe,0,GAME_OVER,5,4,2,222,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1621553363,TicTacToe,0,GAME_OVER,5,4,2,223,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
2021511387,TicTacToe,0,GAME_OVER,5,4,2,224,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1677040338,TicTacToe,0,GAME_OVER,7,6,2,225,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1955989905,TicTacToe,0,GAME_OVER,5,4,2,226,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1876231119,TicTacToe,0,GAME_OVER,5,4,2,227,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1294795098,TicTacToe,0,GAME_OVER,5,4,2,228,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
127372284,TicTacToe,0,GAME_OVER,5,4,2,229,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-991207967,TicTacToe,0,GAME_OVER,5,4,2,230,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1049258221,TicTacToe,0,GAME_OVER,5,4,2,231,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-2039767727,TicTacToe,0,GAME_OVER,5,4,2,232,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1908179359,TicTacToe,0,GAME_OVER,7,6,2,233,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1115136563,TicTacToe,0,GAME_OVER,5,4,2,234,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1493045323,TicTacToe,0,GAME_OVER,5,4,2,235,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-394703714,TicTacToe,0,GAME_OVER,5,4,2,236,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-432712488,TicTacToe,0,GAME_OVER,5,4,2,237,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
491282519,TicTacToe,0,GAME_OVER,5,4,2,238,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-884033504,TicTacToe,0,GAME_OVER,5,4,2,239,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
991772015,TicTacToe,0,GAME_OVER,5,4,2,240,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-835279488,TicTacToe,0,GAME_OVER,5,4,2,241,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
288423849,TicTacToe,0,GAME_OVER,5,4,2,242,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
306462715,TicTacToe,0,GAME_OVER,7,6,2,243,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1595934290,TicTacToe,0,GAME_OVER,5,4,2,244,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
372545689,TicTacToe,0,GAME_OVER,5,4,2,245,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1791317608,TicTacToe,0,GAME_OVER,5,4,2,246,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
594493312,TicTacToe,0,GAME_OVER,5,4,2,247,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
1375946348,TicTacToe,0,GAME_OVER,5,4,2,248,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
-1004766817,TicTacToe,0,GAME_OVER,5,4,2,249,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
714044006,TicTacToe,0,GAME_OVER,5,4,2,250,BasicMCTS,-1.0,1.0,Random,2,BasicMCTS,2,1,1,Random,Random,BasicMCTS,0
346665430,TicTacToe,0,GAME_OVER,8,7,2,251,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
879079583,TicTacToe,0,GAME_OVER,8,7,2,252,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-619666105,TicTacToe,0,GAME_OVER,6,5,2,253,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
503938916,TicTacToe,0,GAME_OVER,6,5,2,254,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-428737539,TicTacToe,0,GAME_OVER,8,7,2,255,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1745970416,TicTacToe,0,GAME_OVER,8,7,2,256,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1436161366,TicTacToe,0,GAME_OVER,6,5,2,257,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1151041315,TicTacToe,0,GAME_OVER,6,5,2,258,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
697067980,TicTacToe,0,GAME_OVER,6,5,2,259,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1168140970,TicTacToe,0,GAME_OVER,6,5,2,260,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1491060889,TicTacToe,0,GAME_OVER,6,5,2,261,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1819802610,TicTacToe,0,GAME_OVER,8,7,2,262,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-2121274456,TicTacToe,0,GAME_OVER,8,7,2,263,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
259280696,TicTacToe,0,GAME_OVER,8,7,2,264,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1706137030,TicTacToe,0,GAME_OVER,6,5,2,265,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
545138396,TicTacToe,0,GAME_OVER,6,5,2,266,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1376458976,TicTacToe,0,GAME_OVER,6,5,2,267,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1195311045,TicTacToe,0,GAME_OVER,6,5,2,268,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
813477029,TicTacToe,0,GAME_OVER,6,5,2,269,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1466178614,TicTacToe,0,GAME_OVER,6,5,2,270,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-118322159,TicTacToe,0,GAME_OVER,6,5,2,271,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1428166355,TicTacToe,0,GAME_OVER,6,5,2,272,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1144294523,TicTacToe,0,GAME_OVER,6,5,2,273,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
2100098225,TicTacToe,0,GAME_OVER,6,5,2,274,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
23994827,TicTacToe,0,GAME_OVER,8,7,2,275,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1662792176,TicTacToe,0,GAME_OVER,6,5,2,276,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
2013120665,TicTacToe,0,GAME_OVER,6,5,2,277,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1880183632,TicTacToe,0,GAME_OVER,6,5,2,278,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1377239692,TicTacToe,0,GAME_OVER,6,5,2,279,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1795532617,TicTacToe,0,GAME_OVER,8,7,2,280,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1548656463,TicTacToe,0,GAME_OVER,6,5,2,281,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-653656736,TicTacToe,0,GAME_OVER,6,5,2,282,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-400394132,TicTacToe,0,GAME_OVER,6,5,2,283,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1422203009,TicTacToe,0,GAME_OVER,6,5,2,284,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1113178468,TicTacToe,0,GAME_OVER,6,5,2,285,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-175367348,TicTacToe,0,GAME_OVER,8,7,2,286,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1362911089,TicTacToe,0,GAME_OVER,6,5,2,287,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-347120262,TicTacToe,0,GAME_OVER,6,5,2,288,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1416514647,TicTacToe,0,GAME_OVER,6,5,2,289,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1570736736,TicTacToe,0,GAME_OVER,6,5,2,290,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1532681659,TicTacToe,0,GAME_OVER,8,7,2,291,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
2038358424,TicTacToe,0,GAME_OVER,6,5,2,292,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1950377550,TicTacToe,0,GAME_OVER,6,5,2,293,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-389679841,TicTacToe,0,GAME_OVER,6,5,2,294,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1652369011,TicTacToe,0,GAME_OVER,6,5,2,295,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
649728961,TicTacToe,0,GAME_OVER,8,7,2,296,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1939385821,TicTacToe,0,GAME_OVER,6,5,2,297,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-765151654,TicTacToe,0,GAME_OVER,6,5,2,298,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-382843140,TicTacToe,0,GAME_OVER,6,5,2,299,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1616233144,TicTacToe,0,GAME_OVER,6,5,2,300,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1825767405,TicTacToe,0,GAME_OVER,8,7,2,301,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1681345762,TicTacToe,0,GAME_OVER,6,5,2,302,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1466223696,TicTacToe,0,GAME_OVER,8,7,2,303,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-898042700,TicTacToe,0,GAME_OVER,8,7,2,304,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-622095176,TicTacToe,0,GAME_OVER,9,8,2,305,FirstAction,0.0,0.0,BasicMCTS,1,FirstAction,1,1,1,BasicMCTS,BasicMCTS,FirstAction,-1
-1621553363,TicTacToe,0,GAME_OVER,8,7,2,306,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
2021511387,TicTacToe,0,GAME_OVER,6,5,2,307,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1677040338,TicTacToe,0,GAME_OVER,8,7,2,308,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1955989905,TicTacToe,0,GAME_OVER,8,7,2,309,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1876231119,TicTacToe,0,GAME_OVER,6,5,2,310,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-1294795098,TicTacToe,0,GAME_OVER,6,5,2,311,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
